"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","문화사업자구분명","시설면적","제작취급품목내용","주변환경명","최초등록시점","통로너비","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"95","롯데시네마 의정부민락 3관","경기도 의정부시 민락동 804-6번지 해동타워 8,9층 ","경기도 의정부시 천보로 44 (민락동)","20160817","운영중","","","","","","","문화시설","","","","","20160817","","","208416              ","471313              ","CDFF4220002016000010","영업중"
"96","롯데시네마 의정부민락 4관","경기도 의정부시 민락동 804-6번지 해동타워 8,9층 ","경기도 의정부시 천보로 44 (민락동, 해동타워 8,9층)","20160817","운영중","","","","","","","문화시설","","","","","20160817","","","208416              ","471313              ","CDFF4220002016000011","영업중"
"97","롯데시네마 의정부민락 5관","경기도 의정부시 민락동 804-6번지 해동타워 8,9층 ","경기도 의정부시 천보로 44 (민락동, 해동타워 8,9층)","20160817","운영중","","","","","","","문화시설","","","","","20160817","","","208416              ","471313              ","CDFF4220002016000012","영업중"
"98","롯데시네마 의정부민락 6관","경기도 의정부시 민락동 804-6번지 해동타워 8,9층 ","경기도 의정부시 천보로 44 (민락동, 해동타워 8,9층)","20160817","운영중","","","","","","","문화시설","","","","","20160817","","","208416              ","471313              ","CDFF4220002016000013","영업중"
"99","당진아트시네마","충청남도 당진시 읍내동 251-4번지 ","충청남도 당진시 당진중앙2로 191 (읍내동)","20160829","운영중","","","","","","","기타","","","","학교정화(상대)","20160829","1","041-356-8300","167415.18438500000  ","377599.09115400000  ","CDFF4220002016000001","영업중"
"100","메가박스(주) 하남스타필드점 키즈B관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000001","영업중"
"101","메가박스(주) 하남스타필드점 키즈A관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000002","영업중"
"102","메가박스(주) 하남스타필드점 MX관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000003","영업중"
"103","메가박스(주) 하남스타필드점 102호 컴포트룸","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000004","영업중"
"104","메가박스(주) 하남스타필드점 101호 스위트룸","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000005","영업중"
"105","메가박스(주) 하남스타필드점 6관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000006","영업중"
"106","메가박스(주) 하남스타필드점 5관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000007","영업중"
"107","메가박스(주) 하남스타필드점 4관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000008","영업중"
"108","메가박스(주) 하남스타필드점 3관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000009","영업중"
"109","메가박스(주) 하남스타필드점 2관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000010","영업중"
"110","메가박스(주) 하남스타필드점 1관","경기도 하남시 신장동 616번지 ","경기도 하남시 미사대로 750 (신장동, 스타필드하남)","20160902","운영중","","","","","","","문화시설","","","","기타","20160902","1","07070179893","219755              ","449336              ","CDFF4220002016000011","영업중"
"111","천안낭만극장","충청남도 천안시 동남구 문화동 99-1번지 ","충청남도 천안시 동남구 버들로 41, 지하1층 (문화동, 파리빌딩)","20161117","운영중","","","","","","","","","","","","20161117","160","","213566.39225600000  ","367629.00039200000  ","CDFF4220002016000002","영업중"
"112","모두누림센터 누림아트홀","경기도 화성시 남양읍 남양리 2147번지 ","경기도 화성시 남양읍 시청로 155 (화성서부복합문화센터)","20170315","운영중","","","","","","","문화시설","","","","학교정화(상대)","20170315","1.1","031-357-5238","184738              ","410731              ","CDFF4220002017000001","영업중"
"113","애관극장 1관","인천광역시 중구 경동 238번지 ","인천광역시 중구 개항로 63-2  (경동)","20030210","운영중","","","","","","400160","","영화상영관","","","","20030210","","761-7177","167253.43978500000  ","441513.80770500000  ","CDFF4220002003000001","영업중"
"114","애관극장 2관","인천광역시 중구 경동 238-1번지 ","인천광역시 중구 개항로 63-2  (경동)","20040116","운영중","","","","","","400160","","영화상영관","","","","20040116","","","167253.43978500000  ","441513.80770500000  ","CDFF4220002004000001","영업중"
"115","애관극장 3관","인천광역시 중구 경동 238-1번지 ","인천광역시 중구 개항로 63-2  (경동)","20040116","운영중","","","","","","400160","","영화상영관","","","","20040116","","","167253.43978500000  ","441513.80770500000  ","CDFF4220002004000002","영업중"
"116","애관극장 4관","인천광역시 중구 경동 238-1번지 ","인천광역시 중구 개항로 63-2  (경동)","20040116","운영중","","","","","","400160","","영화상영관","","","","20040116","","","167253.43978500000  ","441513.80770500000  ","CDFF4220002004000003","영업중"
"117","애관극장 5관","인천광역시 중구 경동 238-1번지 ","인천광역시 중구 개항로 63-2  (경동)","20040116","운영중","","","","","","400160","","영화상영관","","","","20040116","","","167253.43978500000  ","441513.80770500000  ","CDFF4220002004000004","영업중"
"118","CGV 인천공항 2관","인천광역시 중구 운서동 2850번지 인천공항교통센터 지하1층 ","인천광역시 중구 공항로424번길 47 (운서동,인천공항교통센터 지하1층)","20120116","운영중","","","","","","","","","","","","20120116","","032-743-8580","152449.76970600000  ","438144.28275300000  ","CDFF4220002012000001","영업중"
"119","CGV 인천공항 1관","인천광역시 중구 운서동 2850번지 인천공항교통센터 지하1층 ","인천광역시 중구 공항로424번길 47 (운서동,인천공항교통센터 지하1층)","20120116","운영중","","","","","","","","","","","","20120116","1","02-371-6639","152449.76970600000  ","438144.28275300000  ","CDFF4220002012000002","영업중"
"120","롯데시네마 수유관 제1관","서울특별시 강북구 번동 449-1번지 ","서울특별시 강북구 도봉로 308 (번동)","20170424","운영중","","","","","","","","","","","","20170424","","02-3470-3472","202119.43659700000  ","459566.98221200000  ","CDFF4220002017000001","영업중"
"121","롯데시네마 서울대입구1관","서울특별시 관악구 봉천동 862-1번지 11층 ","서울특별시 관악구 남부순환로 1820 (봉천동,11층)","20060928","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20060928","1","070-7465-3812~4","195761.93637500000  ","442390.67462300000  ","CDFF4220002006000001","영업중"
"122","롯데시네마 서울대입구제2관","서울특별시 관악구 봉천동 862-1번지 11층 ","서울특별시 관악구 남부순환로 1820 (봉천동,11층)","20060928","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20060928","1","6276-8800","195761.93637500000  ","442390.67462300000  ","CDFF4220002006000002","영업중"
"123","롯데시네마 서울대입구제3관","서울특별시 관악구 봉천동 862-1번지 12층 ","서울특별시 관악구 남부순환로 1820 (봉천동,12층)","20060928","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20060928","1","6276-8800","195761.93637500000  ","442390.67462300000  ","CDFF4220002006000003","영업중"
"124","롯데시네마 서울대입구제4관","서울특별시 관악구 봉천동 862-1번지 12층 ","서울특별시 관악구 남부순환로 1820 (봉천동,12층)","20060928","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20060928","1","6276-8800","195761.93637500000  ","442390.67462300000  ","CDFF4220002006000004","영업중"
"125","롯데시네마 서울대입구제5관","서울특별시 관악구 봉천동 862-1번지 12층 ","서울특별시 관악구 남부순환로 1820, 12층 (봉천동, 에그엘로우)","20060928","운영중","","","","","","","문화시설","영화상영관","","","학교정화(상대)","20060928","1","6276-8800","195761.93637500000  ","442390.67462300000  ","CDFF4220002006000005","영업중"
"126","롯데시네마 신림 제6관","서울특별시 관악구 신림동 1641-2번지 14층 ","서울특별시 관악구 신림로 330 (신림동,14층)","20090225","운영중","","","","","","","문화시설","","","","기타","20090225","1","070-7461-8288","193829.65551300000  ","442714.11306100000  ","CDFF4220002009000001","영업중"
"127","롯데시네마 신림 제2관","서울특별시 관악구 신림동 1641-2번지 10층 ","서울특별시 관악구 신림로 330 (신림동,10층)","20090225","운영중","","","","","","","문화시설","","","","기타","20090225","1","3470-3582","193829.65551300000  ","442714.11306100000  ","CDFF4220002009000002","영업중"
"128","롯데시네마 신림 제1관","서울특별시 관악구 신림동 1641-2번지 10층 ","서울특별시 관악구 신림로 330 (신림동,10층)","20090225","운영중","","","","","","","문화시설","","","","기타","20090225","1","3470-3582","193829.65551300000  ","442714.11306100000  ","CDFF4220002009000003","영업중"
