"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","기존게임업외업종명","문화사업자구분명","문화체육업종명","소방시설여부","시설면적","제공게임물명","주변환경명","지역구분명","총게임기수","최초등록시점","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"89","뽑기의 달인 쌍용점","충청남도 천안시 서북구 쌍용동 1161번지 ","충청남도 천안시 서북구 미라3길 36, 1층 101호 (쌍용동)","20160921","운영중","","","","","","","단독주택","","유통관련업","청소년게임제공업","","49","전체이용가","","일반주거지역","7","","","211711.33393400000  ","367113.59280300000  ","CDFF2241142016000016","영업중"
"90","인형뽑기짱","인천광역시 남동구 구월동 1463-2번지 104호","인천광역시 남동구 인하로489번길 28, 1층 104(일부)호 (구월동, 로데오프라자21)","20160927","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","62","전체이용가","유흥업소밀집지역","일반상업지역","17","","","173583.88041400000  ","438424.84422900000  ","CDFF2241142016000017","영업중"
"91","행운게임장","서울특별시 동대문구 답십리동 68-1번지 ","서울특별시 동대문구 전농로 94, 3층 (답십리동)","20160927","운영중","","","","","","","","","유통관련업","청소년게임제공업","","214","전체이용가","","","40","","","205103.45836900000  ","452653.31953300000  ","CDFF2241142016000013","영업중"
"92","No.1 뽑기방","경기도 수원시 팔달구 인계동 1119-11번지 ","경기도 수원시 팔달구 인계로166번길 48-17, 1층 103호 (인계동)","20160902","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","61.2","전체이용가","유흥업소밀집지역","중심상업지역","19","","","202927              ","418062              ","CDFF2241142016000024","영업중"
"93","뽑기언니","서울특별시 동작구 사당동 139-22번지 ","서울특별시 동작구 동작대로27길 31, 1층 (사당동)","20160907","운영중","","","","","","","","","유통관련업","청소년게임제공업","","25","전체이용가","","","","","","198253.22096500000  ","443107.62938400000  ","CDFF2241142016000006","영업중"
"94","본전뽑고","","경상북도 예천군 예천읍 중앙로 34","20160906","운영중","","","","","","","","","유통관련업","청소년게임제공업","","26","전체이용가","","","7","","","330120.74645200000  ","351828.57178700000  ","CDFF2241142016000001","영업중"
"95","픽미픽미","대구광역시 중구 공평동 46-7번지 지상1층 ","대구광역시 중구 동성로2길 49-6, 1층 (공평동)","20160829","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","29.92","전체이용가","기타","중심상업지역","14","","","344177.77836100000  ","264605.90281600000  ","CDFF2241142016000003","영업중"
"96","인형천국","대구광역시 달서구 상인동 240-3번지 ","대구광역시 달서구 월곡로 253, 지상1층 103호 (상인동)","20160907","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","43.68","전체이용가","","일반주거지역","12","","","339094.55270000000  ","258836.67241300000  ","CDFF2241142016000011","영업중"
"97","뽀꼬가고","경기도 하남시 신장동 427-415번지 ","경기도 하남시 신평로 59 (신장동)","20160912","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","36.37","전체이용가","기타","일반상업지역","14","","","218129.92017000000  ","448858.67733600000  ","CDFF2241142016000003","영업중"
"98","못된강아지 여주점","경기도 여주시 홍문동 274-2번지 ","경기도 여주시 세종로 85 (홍문동, 여주종합터미널)","20160912","운영중","","","","","","","","","유통관련업","청소년게임제공업","","45","전체이용가","","","9","","","256360.54469700000  ","421425.23196600000  ","CDFF2241142016000003","영업중"
"99","아름 자판기 멀티방","충청남도 당진시 정미면 덕마리 343-5번지 ","충청남도 당진시 정미면 산동로 128","20160912","운영중","","","","","","","다세대주택","","유통관련업","청소년게임제공업","","33","전체이용가","학교정화(상대)","관리지역","4","","","164177.60238200000  ","372476.73593500000  ","CDFF2241142016000007","영업중"
"100","W게임존","경기도 김포시 통진읍 서암리 721-6번지 1층 ","경기도 김포시 통진읍 서암로84번길 33, 1층","20160912","운영중","","","","","","","","","유통관련업","청소년게임제공업","","106","전체이용가","","","","","","164696.95738300000  ","465782.57855100000  ","CDFF2241142016000008","영업중"
"101","뽑기왕","광주광역시 동구 광산동 88-9, 1층 ","광주광역시 동구 문화전당로35번길 16-1 (광산동)","20160811","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","10","전체이용가","유흥업소밀집지역","중심상업지역","4","","","192474.11446900000  ","183234.26590200000  ","CDFF2241142016000006","영업중"
"102","하이원 게임랜드","충청남도 천안시 동남구 신부동 489-1번지 명성임페리움 ","충청남도 천안시 동남구 신부12길 19, 명성임페리움 2층 (신부동)","20161005","운영중","","","","","","","","","유통관련업","청소년게임제공업","","175","전체이용가","","근린상업지역","70","","","214306.78488800000  ","368869.52631400000  ","CDFF2241142016000019","영업중"
"103","뽀바보GO 뽀바가GO","광주광역시 동구 산수동 526-67번지 ","광주광역시 동구 무등로 489-2 (산수동)","20160913","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","26.9","전체이용가","기타","주거지역","5","","","193929.49640800000  ","184324.06619700000  ","CDFF2241142016000011","영업중"
"104","퍼펙트게임랜드","경기도 수원시 팔달구 인계동 1119번지 ","경기도 수원시 팔달구 인계로166번길 48-21, 1층 104호 (인계동, 인계샤르망오피스텔)","20160913","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","50","전체이용가","유흥업소밀집지역","중심상업지역","17","","","202916              ","418086              ","CDFF2241142016000029","영업중"
"105","쵸파인형뽑기","경기도 부천시 중동 1162-9번지 ","경기도 부천시 석천로169번길 30, 102호 (중동, 새롬프라자)","20160913","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","61.5","전체이용가","","","14","","","178819              ","444570              ","CDFF2241142016000020","영업중"
"106","토이팩토리","대전광역시 유성구 궁동 400-3번지 101호","대전광역시 유성구 궁동로18번길 57, 1층 101호 (궁동)","20160919","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33","전체이용가","","","15","","","231457.55127000000  ","318367.63689500000  ","CDFF2241142016000021","영업중"
"107","퍼니샵","인천광역시 서구 연희동 799-15번지 청라비전프라자 지하1층 B02호","인천광역시 서구 중봉대로 594, 지하1층 B02호 (연희동, 청라비전프라자)","20160929","운영중","","","","","","","","","유통관련업","청소년게임제공업","","47.88","전체이용가","","","","","","169011              ","447874              ","CDFF2241142016000010","영업중"
"108","인형뽑기","경기도 안산시 단원구 고잔동 768-4번지 썬라이즈 115~1호","경기도 안산시 단원구 광덕2로 193-19, 썬라이즈 115~118, 121~125호 (고잔동)","20160929","운영중","","","","","","","","","유통관련업","청소년게임제공업","","67","전체이용가","","","12","","","185034              ","423305              ","CDFF2241142016000018","영업중"
"109","뽑신뽑왕","경기도 안산시 단원구 선부동 1076-2번지 118호","경기도 안산시 단원구 선부광장1로 62, 118호 (선부동, 동원상가빌딩)","20160929","운영중","","","","","","","","","유통관련업","청소년게임제공업","","55.19","전체이용가","","","12","","","183202              ","426058              ","CDFF2241142016000019","영업중"
"110","뽑스뽑스","경기도 군포시 산본동 1138-2번지 ","경기도 군포시 산본로323번길 26-22, 105호 (산본동)","20161006","운영중","","","","","","","","","유통관련업","청소년게임제공업","","37.62","전체이용가","","","15","","","193866.57515900000  ","428902.20441900000  ","CDFF2241142016000009","영업중"
"111","뽑기세상","경상북도 문경시 점촌동 249-10번지 ","경상북도 문경시 점촌5길 8 (점촌동)","20161108","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","59.5","전체이용가","기타","중심상업지역","9","","","307246              ","344611              ","CDFF2241142016000006","영업중"
"112","다찌바 인형뽑기","경상북도 경주시 노동동 110번지 ","경상북도 경주시 원효로 97 (노동동)","20161027","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","75","전체이용가","기타","일반상업지역","10","","","399813.85820200000  ","262784.35816900000  ","CDFF2241142016000011","영업중"
"113","뽀바뽀바인형방","경기도 하남시 신장동 427-68번지 ","경기도 하남시 하남대로801번길 40 (신장동)","20161027","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","165.71","전체이용가","주택가주변","준주거지역","10","","","218313.90399700000  ","448881.42541000000  ","CDFF2241142016000005","영업중"
"114","토이크레인","경기도 파주시 금촌동 945-32번지 103호 ","경기도 파주시 번영로 8, 103호 (금촌동)","20161027","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33.14","전체이용가","","","8","","","179939.21231000000  ","473157.90692700000  ","CDFF2241142016000011","영업중"
"115","뽑기1번지","인천광역시 서구 가정동 507-7번지 1층 ","인천광역시 서구 원창로 225, 1층 (가정동)","20161115","운영중","","","","","","","","","유통관련업","청소년게임제공업","","46.2","전체이용가","","","","","","171223.54798800000  ","446509.45236600000  ","CDFF2241142016000020","영업중"
"116","인형뽑기방(토이랜드)","인천광역시 부평구 삼산동 460-1번지 1층 ","인천광역시 부평구 길주로647번길 20, 1층 (삼산동, 삼성프라자)","20161115","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","74.73","전체이용가","유흥업소밀집지역","중심상업지역","21","","","176551.15551700000  ","445411.46833700000  ","CDFF2241142016000013","영업중"
