"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","건축연면적","기념품종류","기획여행보험시작일자","기획여행보험종료일자","무대면적","문화사업자구분명","문화체육업종명","발전시설유무","방송시설유무","보험기관명","보험시작일자","보험종료일자","시설규모","시설면적","안내소유무","영문상호명","의무실유무","좌석수","주변환경명","지역구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"602","우경아트홀(k뮤직아카데미)","경기도 고양시 덕양구 화정동 984-7번지 ","경기도 고양시 덕양구 화신로272번길 11 (화정동)","20150128","운영중","","","","","","412827","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","상업지역","","185031              ","458803              ","CDFE1230002015000001","영업중"
"603","여수시민회관","전라남도 여수시 광무동 42-4번지 ","전라남도 여수시 좌수영로 69 (광무동)","20040915","운영중","","","","","","550800","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","상업지역","659-3799","266655.78624700000  ","139279.09007300000  ","CDFE1230002004000001","영업중"
"604","여수진남문예회관","전라남도 여수시 광무동 42-19번지 ","전라남도 여수시 좌수영로 69 (광무동)","20040915","운영중","","","","","","550800","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","상업지역","659-3799","266655.78624700000  ","139279.09007300000  ","CDFE1230002004000002","영업중"
"605","예울마루 소극장","전라남도 여수시 시전동 1003번지 ","","20120507","운영중","","","","","","555030","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","061-808-7000","","","CDFE1230002012000003","영업중"
"606","예울마루 대극장","전라남도 여수시 시전동 1002번지 ","전라남도 여수시 예울마루로 100 (시전동)","20120507","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","061-808-7000","260924.39729800000  ","139555.77624600000  ","CDFE1230002012000004","영업중"
"607","BIG-O 해상무대","전라남도 여수시 수정동 351번지 ","","20120508","운영중","","","","","","550030","","","","","","","공연장","공연장","","","","","","","","","","","","","","061-659-2044","","","CDFE1230002012000005","영업중"
"608","파도소리 소극장","전라남도 여수시 학동 30-7번지 ","전라남도 여수시 흥국로 41 (학동)","20130206","운영중","","","","","","555807","","","","","","","공연장","공연장","","","","","","","","","","","","","","691-0654","261005              ","140683              ","CDFE1230002013000001","영업중"
"609","강진아트홀 소공연장","전라남도 강진군 강진읍 남성리 23-2번지 ","전라남도 강진군 강진읍 영랑로1길 9","20110509","운영중","","","","","","527802","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","상업지역","","178957.47358300000  ","126978.98439700000  ","CDFE1230002011000001","영업중"
"610","강진아트홀 대공연장","전라남도 강진군 강진읍 남성리 23-2번지 ","전라남도 강진군 강진읍 영랑로1길 9","20110509","운영중","","","","","","527802","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","상업지역","","178957.47358300000  ","126978.98439700000  ","CDFE1230002011000002","영업중"
"611","해남문화예술회관","전라남도 해남군 해남읍 성내리 4번지 ","전라남도 해남군 해남읍 군청길 4","20020428","운영중","","","","","","536807","사무실","","","","","","공연장","공연장","","","","","","","","","","","","","주거지역","","163289.39831600000  ","119872.22068500000  ","CDFE1230002002000001","영업중"
"612","예술회관 대공연장","전라남도 무안군 무안읍 교촌리 127-4번지 ","전라남도 무안군 무안읍 창포로 8 (승달문화예술회관)","20030225","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","아파트지역","","061-450-4081","151796.71325400000  ","166149.95946200000  ","CDFE1230002003000001","영업중"
"613","장수한누리전당","전라북도 장수군 장수읍 두산리 472번지 ","전라북도 장수군 장수읍 한누리로 393","20071001","운영중","","","","","","597802","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","063-350-2697","246925.70251600000  ","238347.81978400000  ","CDFE1230002007000001","영업중"
"614","장성문화예술회관 소공연장","전라남도 장성군 장성읍 388번지 ","전라남도 장성군 장성읍 문화로 110","20111206","운영중","","","","","","515800","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","학교정화(절대)","자연녹지지역","061-392-6230","178888.83002200000  ","200767.69220500000  ","CDFE1230002011000001","영업중"
"615","장성문화예술회관 대공연장","전라남도 장성군 장성읍 388번지 ","전라남도 장성군 장성읍 문화로 110","20140722","운영중","","","","","","515801","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","학교정화(절대)","자연녹지지역","390-8474","178888.83002200000  ","200767.69220500000  ","CDFE1230002014000002","영업중"
"616","보물섬시네마 공연장","경상남도 남해군 남해읍 차산리 760번지 ","경상남도 남해군 남해읍 선소로 12","20030530","운영중","","","","","","668804","","","","","","","공연장","공연장","","","","","","","","","","","","","","055-860-3716","282293.31466500000  ","150308.97524200000  ","CDFE1230002003000001","영업중"
"617","한라아트홀 대극장","제주특별자치도 제주시 노형동 1534번지 외 36필지(한라대학로38) ","제주특별자치도 제주시 한라대학로 38 (노형동,외 36필지(한라대학로38))","20010911","운영중","","","","","","690804","","","","","","","공연장","공연장","","","","","","","","","","","","","","741-7602,fax741-7604","151279.59155100000  ","-1909.63452109000   ","CDFE1230002001000001","영업중"
